time/total_timesteps,rollout/ep_len_mean,time/iterations,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/policy_gradient_loss,train/std,train/n_updates,train/clip_fraction,train/loss,train/clip_range,train/approx_kl,train/learning_rate,train/explained_variance,train/entropy_loss,train/value_loss
278528,200.0,136,446,623,-301.22893469999997,-0.007070799339999212,0.43916186690330505,1350,0.082275390625,279.5634460449219,0.2,0.009614643,0.0003,0.9499139823019505,-0.6038435846567154,454.8609391450882
280576,200.0,137,449,623,-295.01852947000003,-0.0002969698507513385,0.4376930892467499,1360,0.0771484375,70.80723571777344,0.2,0.00490126,0.0003,0.9501563459634781,-0.5958275157958269,88.6698634058237
282624,200.0,138,452,624,-289.59115364,0.0019291962962597609,0.4281651973724365,1370,0.082568359375,9.890035629272461,0.2,0.011220517,0.0003,0.9790125302970409,-0.5828959312289953,63.51945473998785
284672,200.0,139,455,624,-281.16305408999995,-0.004197878632112406,0.42817455530166626,1380,0.08212890625,17.315753936767578,0.2,0.005120758,0.0003,0.9696050807833672,-0.5702585140243173,98.1714931100607
286720,200.0,140,459,624,-279.79813349,-0.0021560294124356007,0.42465952038764954,1390,0.119921875,4.736252784729004,0.2,0.010697987,0.0003,0.9789507687091827,-0.5643191138282418,39.06891059204936
288768,200.0,141,462,624,-266.7822452,0.005287893318381975,0.4173547625541687,1400,0.1888671875,12.204777717590332,0.2,0.04347609,0.0003,0.9914393555372953,-0.5526902955025434,21.37777225114405
290816,200.0,142,465,625,-250.07343150999998,-0.00017462996911490336,0.4130764603614807,1410,0.108154296875,16.81524085998535,0.2,0.020725254,0.0003,0.9778520297259092,-0.5408247955143451,29.809396719187497
292864,200.0,143,468,625,-222.28671133,-0.0003671294596642838,0.4185541868209839,1420,0.05908203125,7.4083452224731445,0.2,0.009032277,0.0003,0.987134050577879,-0.5404832005500794,18.721468085981904
294912,200.0,144,471,625,-221.93350685999997,-0.0030459416768280788,0.41877102851867676,1430,0.12568359375,21.802400588989258,0.2,0.015999163,0.0003,0.9848020626232028,-0.5484704624861478,34.125530699640514
296960,200.0,145,474,625,-227.38705993,-0.005652863407885888,0.4151107370853424,1440,0.1076171875,13.555216789245605,0.2,0.0064725904,0.0003,0.9884683778509498,-0.5438730921596289,27.420524697750807
299008,200.0,146,477,626,-235.45357286,-0.00029888633216614837,0.4182276725769043,1450,0.070361328125,5.858926773071289,0.2,0.006581342,0.0003,0.9912279630079865,-0.5446107942610979,24.560276694595814
301056,200.0,147,480,626,-231.92471697000002,-0.003247876650857506,0.4158256947994232,1460,0.08515625,35.3199577331543,0.2,0.005963124,0.0003,0.9939848412759602,-0.5413861172273755,32.22004355713725
303104,200.0,148,483,626,-234.17447579,-0.0020430871481948998,0.40711814165115356,1470,0.045556640625,21.718019485473633,0.2,0.004369607,0.0003,0.982841594144702,-0.5316110365092754,42.8295673340559
305152,200.0,149,486,626,-240.51918383,-0.005189368970604846,0.4074830412864685,1480,0.115771484375,1.267151117324829,0.2,0.0068986947,0.0003,0.9940875861793756,-0.5199287179857492,21.553468539565802
307200,200.0,150,490,626,-237.50766033,-0.0011181598987604958,0.40880876779556274,1490,0.032470703125,54.70357894897461,0.2,0.003238776,0.0003,0.853697657585144,-0.5232025722041727,203.4051260739565
309248,200.0,151,493,627,-243.0803612,-0.001131644692941336,0.4043804407119751,1500,0.081396484375,20.170454025268555,0.2,0.007872622,0.0003,0.9347319900989532,-0.5190932165831328,60.56314384788275
311296,200.0,152,496,627,-271.22217977,0.0010118525853613392,0.4104858338832855,1510,0.109228515625,3.391129732131958,0.2,0.014123621,0.0003,0.9866567822173238,-0.5219039000570774,24.21515209749341
313344,200.0,153,499,627,-311.73643766000004,-0.0014405638998141513,0.410719096660614,1520,0.05986328125,70.67801666259766,0.2,0.005622484,0.0003,0.7999214977025986,-0.5280662713572383,548.1368049383163
315392,200.0,154,502,627,-319.69645906,-0.0037559248710749673,0.4101094603538513,1530,0.03681640625,238.00198364257812,0.2,0.00398697,0.0003,0.9037286639213562,-0.5284036036580801,709.0951253890992
317440,200.0,155,505,628,-322.75207051,-0.004650054268131499,0.4166378676891327,1540,0.055224609375,102.27127838134766,0.2,0.008191574,0.0003,0.9425179436802864,-0.5352542562410235,314.56653023958205
319488,200.0,156,508,628,-316.23099815,-0.00547292749688495,0.4183575510978699,1550,0.026220703125,202.29843139648438,0.2,0.0022617027,0.0003,0.9385315664112568,-0.5454583587124944,424.32005271911623
321536,200.0,157,511,628,-313.72678477000005,-0.0004198171867756173,0.4160856604576111,1560,0.061865234375,6.638518810272217,0.2,0.0072557484,0.0003,0.9043318331241608,-0.545386878028512,96.89672295749187
323584,200.0,158,514,628,-305.20632431,-0.0006408215791452676,0.4075259566307068,1570,0.076513671875,2.0006048679351807,0.2,0.009141954,0.0003,0.976566607132554,-0.5340454177930951,22.76677400544286
325632,200.0,159,517,628,-307.43065406,-0.001546611748926807,0.4091528356075287,1580,0.0478515625,56.64283752441406,0.2,0.0056667235,0.0003,0.9079411551356316,-0.5219314053654671,142.37000047564507
327680,200.0,160,520,629,-315.81648221,0.0017923727093148046,0.41089680790901184,1590,0.111083984375,6.660000324249268,0.2,0.005721487,0.0003,0.9861730830743909,-0.529084631241858,23.279347372055053
329728,200.0,161,523,629,-315.21169814,0.0008282041861093603,0.41057485342025757,1600,0.0984375,3.349437952041626,0.2,0.01677389,0.0003,0.9885497456416488,-0.5328009808436036,13.357529355958103
331776,200.0,162,527,629,-278.20057592999996,-0.0043724173345253805,0.41181814670562744,1610,0.070458984375,4.055386066436768,0.2,0.005221097,0.0003,0.9812126867473125,-0.5311892056837678,41.917519899457695
333824,200.0,163,530,629,-245.89339146999998,0.0002700091376027558,0.4077093005180359,1620,0.126953125,11.002706527709961,0.2,0.014331104,0.0003,0.9937303531914949,-0.5289907444268465,16.791354753822088
335872,200.0,164,533,629,-233.43745019999997,0.0023381136699754277,0.40628138184547424,1630,0.15517578125,1.7368611097335815,0.2,0.022970822,0.0003,0.9925422575324774,-0.5212622035294772,13.140787832438946
337920,200.0,165,536,630,-211.20919523999999,0.0004974428098648787,0.40331605076789856,1640,0.141357421875,2.0884177684783936,0.2,0.0023141871,0.0003,0.9802643544971943,-0.5129378898069262,19.227409510314466
339968,200.0,166,539,630,-222.00647605000006,0.0038909402377612424,0.40854334831237793,1650,0.11865234375,0.5131258368492126,0.2,0.027187191,0.0003,0.9821074325591326,-0.5142144072800875,14.05377093963325
342016,200.0,167,542,630,-222.40819249,-0.0058251641254173595,0.40616437792778015,1660,0.053125,5.958359718322754,0.2,0.0034363123,0.0003,0.9906096030026674,-0.5223037360236049,34.511564986407755
344064,200.0,168,545,630,-221.44664346000002,-0.0033796224164689193,0.4004320800304413,1670,0.077001953125,3.7411131858825684,0.2,0.007071931,0.0003,0.9879530351608992,-0.5131340594962239,19.35425900220871
346112,200.0,169,548,630,-218.39986078,-0.00046135973097989337,0.39725589752197266,1680,0.10146484375,10.971017837524414,0.2,0.004585009,0.0003,0.9930424755439162,-0.4980425376445055,13.494830607995391
348160,200.0,170,551,631,-214.09742716,-0.0017849069387011695,0.39409032464027405,1690,0.06328125,9.705551147460938,0.2,0.0035644337,0.0003,0.9820722490549088,-0.4908847180195153,43.56505459919572
350208,200.0,171,554,631,-199.76661506,-0.0025757737857929897,0.38906094431877136,1700,0.12333984375,8.103428840637207,0.2,0.04002822,0.0003,0.9809735883027315,-0.482392346765846,27.49337655045092
352256,200.0,172,557,631,-184.83470984,0.006936852600483689,0.38334912061691284,1710,0.152294921875,0.2643706500530243,0.2,0.124577686,0.0003,0.9955787565559149,-0.4654356038197875,1.048177864641184
354304,200.0,173,560,631,-182.75791679000002,0.0022891413027537055,0.3817192316055298,1720,0.1509765625,2.9220733642578125,0.2,0.013700164,0.0003,0.9935505068860948,-0.458949011657387,2.438082509767264
356352,200.0,174,563,631,-188.20524405,-4.835652653127909e-05,0.3822968900203705,1730,0.022998046875,7.671326637268066,0.2,0.001027696,0.0003,0.9666085615754128,-0.45596952429041265,45.96778692342341
358400,200.0,175,567,632,-182.21193771999998,0.0024568498018197717,0.38156670331954956,1740,0.064404296875,10.984330177307129,0.2,0.0046022995,0.0003,0.9858474740758538,-0.4561849622987211,15.393930280860513
360448,200.0,176,570,632,-172.35236680999995,0.001286484061711235,0.37991592288017273,1750,0.0759765625,61.627140045166016,0.2,0.0045305495,0.0003,0.9518291354179382,-0.4537412650883198,41.94184713764116
362496,200.0,177,573,632,-173.55968583,-0.001013661138858879,0.3786167800426483,1760,0.088037109375,0.2962157130241394,0.2,0.0098379385,0.0003,0.9878326477482915,-0.44791712826117874,8.393533276673406
364544,200.0,178,576,632,-170.21757444000002,0.0014238875402952545,0.3758339583873749,1770,0.0701171875,2.098496198654175,0.2,0.008263437,0.0003,0.9947753208689392,-0.4430410913191736,5.899353892309591
366592,200.0,179,579,632,-165.64229104999998,-0.00021115623021614738,0.37117335200309753,1780,0.106494140625,8.10119342803955,0.2,0.01202232,0.0003,0.9809717107564211,-0.43222917849197984,17.07474443782121
368640,200.0,180,582,632,-171.06404631,0.004107708348601591,0.37151971459388733,1790,0.160498046875,2.8219122886657715,0.2,0.008475142,0.0003,0.9978688582777977,-0.4280409378930926,2.7883379409322515
370688,200.0,181,585,632,-180.15675342000003,-0.00048288874822901564,0.36556169390678406,1800,0.11982421875,0.8451480865478516,0.2,0.008149822,0.0003,0.9953876864165068,-0.4202184608206153,2.285717553831637
372736,200.0,182,588,633,-182.18105343000002,1.8596732115838676e-05,0.36223870515823364,1810,0.10234375,0.4146333634853363,0.2,0.011183327,0.0003,0.9915705714374781,-0.4095492694526911,3.668622871208936
374784,200.0,183,591,633,-184.10417510999997,0.005714078615710605,0.36386993527412415,1820,0.088232421875,1.4649561643600464,0.2,0.008336503,0.0003,0.9928299556486309,-0.4051079086959362,2.8363129236968234
376832,200.0,184,594,633,-182.89761639999998,-0.0025619597050535957,0.36294233798980713,1830,0.088330078125,1.758320689201355,0.2,0.015276829,0.0003,0.9780855514109135,-0.405510806851089,6.761129060364328
378880,200.0,185,598,633,-187.94286406999996,-0.003583943770354381,0.36479589343070984,1840,0.134228515625,1.3918119668960571,0.2,0.0065404554,0.0003,0.983754551038146,-0.4080032559111714,6.833270020689815
380928,200.0,186,601,633,-189.00887989999998,-0.003705558977344481,0.3628978133201599,1850,0.077978515625,0.46907535195350647,0.2,0.009713331,0.0003,0.996333449613303,-0.4062933510169387,3.812399028125219
382976,200.0,187,604,633,-185.85188859000002,0.0010452705355419312,0.36146652698516846,1860,0.110791015625,0.43807488679885864,0.2,0.033659965,0.0003,0.9704709425568581,-0.4060616647824645,5.454949166160077
385024,200.0,188,607,633,-180.77520912999998,-0.0002394161609117873,0.35918939113616943,1870,0.142724609375,0.3072397708892822,0.2,0.017610177,0.0003,0.9944164962507784,-0.39841537531465293,2.09782549564261
387072,200.0,189,610,633,-183.77778189999998,-0.00032276276251650413,0.35750922560691833,1880,0.088427734375,5.796151638031006,0.2,0.013203487,0.0003,0.9924016813747585,-0.3947628729045391,9.606310245906934
389120,200.0,190,613,634,-177.17320999000003,-0.0007815108212525957,0.3634738326072693,1890,0.1142578125,0.22016040980815887,0.2,0.016291102,0.0003,0.9976977969054133,-0.3955991335213184,1.119347537215799
391168,200.0,191,616,634,-175.40441175000004,-1.0801583266584203e-05,0.35789918899536133,1900,0.1484375,0.09774389863014221,0.2,0.023614563,0.0003,0.9942653449252248,-0.3996777392923832,1.6812498298473657
393216,200.0,192,619,634,-183.25189848,-0.003429207010776736,0.35823318362236023,1910,0.078466796875,17.565366744995117,0.2,0.0026152954,0.0003,0.922732524573803,-0.39124729596078395,101.4329759761691
395264,200.0,193,622,634,-189.37298208,0.0008538150410458911,0.354017049074173,1920,0.098291015625,0.5204680562019348,0.2,0.00931353,0.0003,0.9823158793151379,-0.38855528086423874,3.7136833175085484
397312,200.0,194,625,634,-190.06920201,-0.0005790171460830606,0.35279005765914917,1930,0.03623046875,1.4137438535690308,0.2,0.008189796,0.0003,0.9675561487674713,-0.3789730668067932,47.3578025881201
399360,200.0,195,629,634,-187.22972373999997,-0.003128935465338145,0.3531826138496399,1940,0.044189453125,13.175111770629883,0.2,0.005692873,0.0003,0.9815065767616034,-0.37741227969527247,19.448925904929638
401408,200.0,196,632,634,-192.56845739999997,0.003953148450091248,0.35400670766830444,1950,0.178125,0.14106154441833496,0.2,0.021900449,0.0003,0.9944790806621313,-0.3777492504566908,1.43939000335522
