train/learning_rate,train/actor_loss,train/critic_loss,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/n_updates,rollout/ep_len_mean,time/total_timesteps,time/episodes
0.001,-541.8153686523438,239.3192138671875,-126.40265496,50,825,41964,323.52,42065,204
0.001,-522.7413330078125,256.8938903808594,-126.44765809999998,50,832,42278,321.4,42379,208
0.001,-554.1460571289062,125.16885375976562,-126.08385908999999,50,843,42860,319.54,42961,212
0.001,-549.4415893554688,247.86563110351562,-125.95897509000001,50,853,43324,318.72,43425,216
0.001,-543.6544799804688,382.222900390625,-125.50794211,50,859,43663,315.49,43764,220
0.001,-535.5014038085938,180.10775756835938,-124.73812271999999,50,864,43893,306.22,43994,224
0.001,-538.4581909179688,2434.389892578125,-125.50305942000001,50,876,44483,310.06,44584,228
0.001,-550.0166015625,243.4857635498047,-126.02380148,50,885,44954,311.73,45055,232
0.001,-589.1332397460938,529.9520263671875,-126.41328721000002,50,893,45310,306.55,45411,236
0.001,-560.3626708984375,222.89022827148438,-126.22210720000001,50,898,45564,270.02,45665,240
0.001,-531.6625366210938,312.682373046875,-125.29368395000002,50,904,45849,226.64,45950,244
0.001,-557.5031127929688,230.8314208984375,-124.98010290000002,50,918,46544,207.23,46645,248
0.001,-590.2923583984375,323.84210205078125,-124.53625240000001,50,925,46882,157.36,46983,252
0.001,-590.09716796875,188.1876220703125,-123.09191278,50,966,48944,141.97,49045,256
0.001,-634.72119140625,467.04913330078125,-122.81650145000002,50,1027,51944,143.36,52045,260
0.001,-604.981689453125,285.6660461425781,-123.06862145999999,50,1048,52943,151.35,53044,264
0.001,-622.3603515625,172.9318084716797,-122.46379303999998,50,1054,53237,143.68,53338,268
0.001,-612.6123046875,186.56045532226562,-121.57497734,50,1061,53599,141.27,53700,272
0.001,-597.020751953125,292.838134765625,-121.8526551,50,1089,54924,149.22,55025,276
0.001,-609.9217529296875,210.35552978515625,-122.34255998999998,50,1111,55962,156.5,56063,280
0.001,-610.1259155273438,257.6763916015625,-123.09255619000004,50,1132,56966,163.98,57067,284
0.001,-616.8367919921875,338.66864013671875,-123.38977135,50,1142,57437,166.47,57538,288
0.001,-617.415283203125,237.65560913085938,-124.34072194999999,50,1160,58271,172.35,58372,292
0.001,-621.5892944335938,284.4964599609375,-125.68183167999997,50,1184,59374,180.59,59475,296
