rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/loss,train/entropy_loss,train/std,train/n_updates,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/clip_fraction,train/value_loss,train/approx_kl,train/explained_variance
930.1016949152543,-99.38951825423727,55296,497,27,111,0.16566185653209686,-5.067561122775078,0.8592619895935059,260,-0.0050165040520369075,0.18,0.0003,0.11240234375,1.1928617016645149,0.007329167,0.5967950522899628
941.2666666666667,-98.76414161666666,57344,499,28,114,0.9082221388816833,-5.058433784544468,0.858273983001709,270,-0.0057749633444473146,0.18,0.0003,0.079736328125,13.36660000346601,0.007462223,0.8175541907548904
952.0655737704918,-98.20029936065573,59392,501,29,118,0.08086571097373962,-5.039149060845375,0.8483572006225586,280,-0.006127290459698997,0.18,0.0003,0.089501953125,0.5460419792914764,0.008521102,0.05014681816101074
972.6349206349206,-96.95998966666667,61440,503,30,122,0.016967151314020157,-4.990856827795506,0.8417444229125977,290,-0.00814488595497096,0.18,0.0003,0.135546875,0.14987926580943167,0.0085939,-0.11904311180114746
982.4375,-96.364576578125,63488,504,31,125,0.10889100283384323,-4.988174451887607,0.8440073132514954,300,-0.011101807971135714,0.18,0.0003,0.1111328125,0.18426326590124517,0.0077256016,0.06308865547180176
991.9384615384615,-95.6361712153846,65536,506,32,129,0.09668891131877899,-4.983157405257225,0.8415690660476685,310,-0.011074506305158138,0.18,0.0003,0.132958984375,0.15630767159163952,0.008371841,0.50470831990242
987.0149253731344,-95.16643614925373,67584,504,33,133,0.13809619843959808,-4.961043012142182,0.8346979022026062,320,-0.011438456075120484,0.18,0.0003,0.118798828125,0.20185489538125695,0.008756877,0.5829420983791351
1004.7826086956521,-93.53387817391304,69632,506,34,137,1.4709675312042236,-4.943839347362518,0.8344702124595642,330,-0.006588568404549733,0.18,0.0003,0.112548828125,11.147724866960198,0.0073658153,0.11445862054824829
1005.4366197183099,-94.39646491549296,71680,504,35,141,0.13344579935073853,-4.91054031252861,0.8223504424095154,340,-0.011188154119008687,0.18,0.0003,0.11318359375,0.2851764617487788,0.007070138,0.15286576747894287
991.1351351351351,-93.91869191891892,73728,505,36,145,14.9782133102417,-4.884836615622044,0.8231669664382935,350,-0.00533434373428463,0.18,0.0003,0.05849609375,27.81253738477826,0.004196189,0.10565555095672607
999.2533333333333,-93.24554446666667,75776,505,37,150,5.18748140335083,-4.885646404325962,0.8217272162437439,360,-0.008531827673868975,0.18,0.0003,0.057763671875,21.62377827130258,0.00575735,0.6923985779285431
1007.1578947368421,-92.44985539473686,77824,504,38,154,0.05953499674797058,-4.861256888508796,0.8136722445487976,370,-0.008961927496420686,0.18,0.0003,0.13310546875,0.2150332073913887,0.0088902,-0.22006118297576904
1010.1645569620254,-91.10879913924052,79872,502,39,158,0.07995304465293884,-4.818110293149948,0.8045209050178528,380,-0.012788080920290667,0.18,0.0003,0.12373046875,0.2260378658771515,0.0085308775,0.6312471628189087
1017.5375,-90.268771775,81920,501,40,163,7.554131984710693,-4.789914278686046,0.8003005981445312,390,-0.01045133197621908,0.18,0.0003,0.07880859375,7.141738660773262,0.007415083,0.699383556842804
1022.560975609756,-89.74901291463415,83968,502,41,167,0.10606090724468231,-4.761270534992218,0.7937715649604797,400,-0.006819335269392468,0.18,0.0003,0.12470703125,0.3201367603149265,0.007898569,0.33456259965896606
1025.9638554216867,-90.04825192771085,86016,503,42,170,0.4259968101978302,-4.739802220463753,0.7926366925239563,410,-0.009730495452095056,0.18,0.0003,0.100146484375,5.419144391082227,0.009207318,0.854145884513855
1032.797619047619,-89.20224230952383,88064,504,43,174,1.2215399742126465,-4.7406098112463955,0.7938405275344849,420,-0.007092006278980989,0.18,0.0003,0.089794921875,8.47239375114441,0.006483925,0.8616962879896164
1034.9195402298851,-87.76035225287357,90112,505,44,178,0.13127996027469635,-4.712533152103424,0.7831701636314392,430,-0.010146438344963826,0.18,0.0003,0.13896484375,0.38812735276296734,0.007751368,0.714852899312973
1041.340909090909,-86.99322751136364,92160,506,45,181,23.441287994384766,-4.687879279255867,0.7826162576675415,440,-0.004476905370756868,0.18,0.0003,0.110986328125,27.403713580593468,0.00826747,-0.4798860549926758
1047.6179775280898,-86.02998995505618,94208,507,46,185,0.049997929483652115,-4.669507324695587,0.7772439122200012,450,-0.012736648600548506,0.18,0.0003,0.17392578125,0.3025613828096539,0.012418181,0.29651665687561035
1055.1868131868132,-84.99264646153846,96256,506,47,189,0.45664817094802856,-4.647944274544716,0.772290050983429,460,-0.00396296148392139,0.18,0.0003,0.092529296875,0.8018781309947371,0.0064080674,0.09114539623260498
1061.108695652174,-83.79340366304348,98304,505,48,194,0.9258080124855042,-4.639062139391899,0.7747135758399963,470,-0.0059337176746339535,0.18,0.0003,0.083984375,5.7322024834342304,0.00706634,0.8344577848911285
1066.9032258064517,-82.68668219354839,100352,505,49,198,0.13805364072322845,-4.62819954007864,0.7675262093544006,480,-0.00772086693032179,0.18,0.0003,0.10126953125,0.526523961732164,0.008044979,0.6596042811870575
1062.4842105263158,-81.76926392631579,102400,504,50,203,0.20252099633216858,-4.585215125977993,0.7582595944404602,490,-0.008321582223288715,0.18,0.0003,0.106396484375,0.4737549178302288,0.008067173,0.7047275602817535
1073.5670103092784,-79.61581395876289,104448,503,51,207,2.0423147678375244,-4.558590972423554,0.7587589621543884,500,-0.009960445047181566,0.18,0.0003,0.12294921875,6.409445090033114,0.008617464,0.7895250767469406
1078.938775510204,-78.62964470408163,106496,503,52,211,0.1727747917175293,-4.535981963574886,0.750632107257843,510,-0.008888366453174968,0.18,0.0003,0.10537109375,0.5179427843540907,0.008146275,0.7223390936851501
1084.20202020202,-77.5860221111111,108544,503,53,215,0.2670323848724365,-4.486214224994183,0.7399923801422119,520,-0.0070152189975488,0.18,0.0003,0.120849609375,0.4907874520868063,0.008099772,0.7454130351543427
1104.43,-74.90366522000001,110592,503,54,219,0.6853578090667725,-4.44274392426014,0.7342222929000854,530,-0.011149084497446893,0.18,0.0003,0.13076171875,0.9861759854480624,0.009087281,0.7405591607093811
1104.43,-73.39935933000001,112640,504,55,223,0.18890681862831116,-4.38430907279253,0.7203488349914551,540,-0.00966031332645798,0.18,0.0003,0.12734375,0.50806017620489,0.008312151,0.6945480704307556
1119.92,-71.57576927999999,114688,505,56,227,0.2368040829896927,-4.330107547342777,0.714818000793457,550,-0.010829341512362589,0.18,0.0003,0.13955078125,0.47459052680060265,0.009567482,0.7747981548309326
1135.36,-69.91245638000001,116736,506,57,230,0.177567258477211,-4.292014782130718,0.705650269985199,560,-0.009337165136821568,0.18,0.0003,0.1435546875,0.5522978394292295,0.012488859,0.8114944696426392
1165.8,-66.48436009999999,118784,506,58,234,0.2119482457637787,-4.239458574354648,0.6963488459587097,570,-0.012109491672890726,0.18,0.0003,0.15771484375,0.48268881933763624,0.011096371,0.7702333033084869
1181.02,-64.47556007,120832,507,59,237,0.2952204644680023,-4.181524388492107,0.6844444274902344,580,-0.011087838224193547,0.18,0.0003,0.13203125,0.6555249981582165,0.010228269,0.8215148597955704
1196.05,-62.52334847,122880,508,60,241,0.2359849512577057,-4.14411519318819,0.6832268238067627,590,-0.007860742737102555,0.18,0.0003,0.116650390625,0.5631291409023106,0.009419651,0.8401572555303574
1199.68,-60.084906870000005,124928,509,61,245,0.24384896457195282,-4.111957335472107,0.6735384464263916,600,-0.013163920467195566,0.18,0.0003,0.1548828125,0.6766248857602477,0.011118395,0.8004366904497147
1215.21,-57.97834135,126976,510,62,248,3.4093050956726074,-4.08406392633915,0.6731781959533691,610,-0.006193308151705423,0.18,0.0003,0.07783203125,12.532978307455778,0.005592614,0.8471786081790924
