time/total_timesteps,train/actor_loss,time/episodes,time/fps,rollout/ep_rew_mean,train/learning_rate,train/ent_coef_loss,rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/critic_loss,train/ent_coef
32800,32.21773910522461,164,45,-155.05558963,0.0003,0.20064681768417358,200.0,714,32699,0.6388776898384094,0.026973644271492958
33600,23.86412811279297,168,45,-150.92487263000004,0.0003,-1.1503961086273193,200.0,735,33499,0.5469929575920105,0.029072891920804977
34400,33.98790740966797,172,45,-150.28130557000003,0.0003,-0.2933104634284973,200.0,754,34299,0.5696942806243896,0.02937452495098114
35200,38.98151779174805,176,45,-154.89634054,0.0003,0.5451864004135132,200.0,774,35099,0.40601611137390137,0.028575241565704346
36000,28.976516723632812,180,45,-159.89894504000003,0.0003,-0.7425621747970581,200.0,791,35899,0.41572868824005127,0.027501842007040977
36800,27.671545028686523,184,45,-162.34226511,0.0003,-1.171471357345581,200.0,808,36699,0.539604127407074,0.025728829205036163
37600,27.37213897705078,188,45,-162.32561825000002,0.0003,0.06240066885948181,200.0,825,37499,0.7413995862007141,0.02271178923547268
38400,30.689002990722656,192,45,-161.2570734,0.0003,-0.579624593257904,200.0,842,38299,0.7586425542831421,0.021852821111679077
39200,24.32672119140625,196,45,-160.37787611,0.0003,0.1270737648010254,200.0,859,39099,0.49224936962127686,0.021537328138947487
40000,30.049575805664062,200,45,-160.23240761,0.0003,0.26136571168899536,200.0,876,39899,0.5428009033203125,0.020410602912306786
40800,27.571443557739258,204,45,-161.46091970999998,0.0003,0.5629495978355408,200.0,893,40699,0.255757212638855,0.021515654399991035
41600,24.058589935302734,208,45,-161.56979,0.0003,-0.46335363388061523,200.0,910,41499,0.30299413204193115,0.021533235907554626
42400,25.633296966552734,212,45,-162.79885376000001,0.0003,-0.6271033883094788,200.0,927,42299,0.3146837651729584,0.021861596032977104
43200,21.215091705322266,216,45,-162.96194664999996,0.0003,-0.0574028417468071,200.0,944,43099,0.591418445110321,0.022299017757177353
44000,27.479984283447266,220,45,-162.09838218999997,0.0003,0.15687713027000427,200.0,961,43899,0.32943710684776306,0.022917574271559715
44800,26.202999114990234,224,45,-163.06934097000004,0.0003,0.30583083629608154,200.0,978,44699,0.7290880084037781,0.021927060559391975
45600,22.478031158447266,228,45,-164.44692202,0.0003,0.22912651300430298,200.0,996,45499,0.2321479469537735,0.02094784937798977
46400,27.235036849975586,232,45,-162.79550129999996,0.0003,0.007534961216151714,200.0,1015,46299,0.4718565344810486,0.02234416827559471
47200,29.135684967041016,236,45,-161.06475267,0.0003,0.4991832375526428,200.0,1032,47099,0.5317524075508118,0.022955793887376785
48000,25.25479507446289,240,45,-158.08297255000002,0.0003,-0.3423653542995453,200.0,1050,47899,0.37409865856170654,0.020982228219509125
48800,25.2359561920166,244,45,-156.28560458,0.0003,-0.7939873933792114,200.0,1067,48699,0.24467384815216064,0.020320499315857887
49600,22.709754943847656,248,45,-155.17756898,0.0003,-0.5916326642036438,200.0,1085,49499,0.4885450601577759,0.018616043031215668
