time/total_timesteps,train/actor_loss,time/episodes,time/fps,rollout/ep_rew_mean,train/learning_rate,train/ent_coef_loss,rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/critic_loss,train/ent_coef
16800,43.20567321777344,84,47,-363.6601297619048,0.0003,-0.1999165117740631,200.0,351,16699,1.032304048538208,0.046308793127536774
17600,50.406036376953125,88,47,-351.3537026363636,0.0003,-0.09356904029846191,200.0,368,17499,1.183885097503662,0.04060780629515648
18400,42.75054931640625,92,47,-342.38266555434785,0.0003,0.740973711013794,200.0,385,18299,1.2216414213180542,0.03763613477349281
19200,40.05145263671875,96,47,-331.9290150625,0.0003,-0.4418690502643585,200.0,401,19099,0.9281420707702637,0.034071698784828186
20000,33.261043548583984,100,47,-323.50460576,0.0003,-0.9070451259613037,200.0,418,19899,0.7147241830825806,0.030069801956415176
20800,43.471065521240234,104,47,-268.8578272,0.0003,-0.02405911684036255,200.0,435,20699,1.1928539276123047,0.025680359452962875
21600,41.95191955566406,108,47,-213.75611026,0.0003,-0.5968313217163086,200.0,452,21499,1.2367976903915405,0.020925112068653107
22400,33.595314025878906,112,47,-176.08581713,0.0003,-1.319229245185852,200.0,469,22299,0.5606409311294556,0.017171788960695267
23200,38.911067962646484,116,47,-160.89313917,0.0003,1.404440999031067,200.0,486,23099,1.0809152126312256,0.015138435177505016
24000,37.53462600708008,120,47,-161.96531024,0.0003,2.5651609897613525,200.0,502,23899,0.758337140083313,0.016926495358347893
24800,33.53746032714844,124,47,-161.60243381,0.0003,2.2721123695373535,200.0,519,24699,1.5139155387878418,0.023601366207003593
25600,32.94408416748047,128,47,-160.93928810999998,0.0003,1.564648151397705,200.0,536,25499,0.903641402721405,0.029018018394708633
26400,39.46407699584961,132,47,-158.40432455,0.0003,1.0368086099624634,200.0,553,26299,1.2924187183380127,0.03426308184862137
27200,33.117523193359375,136,47,-160.55017393,0.0003,0.8545609712600708,200.0,570,27099,1.1391034126281738,0.038521818816661835
28000,30.960031509399414,140,47,-156.26435374999997,0.0003,-0.4650620222091675,200.0,587,27899,0.7105327844619751,0.03985222429037094
28800,31.579914093017578,144,47,-152.07185282000003,0.0003,0.5368924736976624,200.0,604,28699,0.8900172114372253,0.04085945338010788
29600,29.313411712646484,148,47,-152.26811693,0.0003,-0.4500367045402527,200.0,621,29499,1.2844440937042236,0.04235049709677696
30400,28.309417724609375,152,47,-141.84267140999998,0.0003,-0.8972377777099609,200.0,638,30299,0.46761947870254517,0.03479698300361633
31200,25.541282653808594,156,47,-143.35043256,0.0003,1.0662692785263062,200.0,655,31099,0.8211625814437866,0.04468391463160515
32000,28.86361312866211,160,47,-140.09666767000002,0.0003,0.7716675996780396,200.0,671,31899,0.6565601825714111,0.053635045886039734
32800,23.367605209350586,164,47,-140.53968254,0.0003,-0.20521147549152374,200.0,688,32699,0.8961781859397888,0.05283814296126366
33600,30.801807403564453,168,47,-143.97671774999998,0.0003,0.31305956840515137,200.0,705,33499,1.4260845184326172,0.044226039201021194
34400,33.262542724609375,172,47,-144.0049201,0.0003,0.252519816160202,200.0,722,34299,1.2953141927719116,0.0387873575091362
35200,28.652868270874023,176,47,-145.46529386999998,0.0003,-0.4968937337398529,200.0,739,35099,0.753576397895813,0.038613270968198776
36000,27.858978271484375,180,47,-149.12095136,0.0003,-0.5410550832748413,200.0,755,35899,1.0906500816345215,0.03189101442694664
36800,29.13379669189453,184,47,-144.73665784,0.0003,-0.24843229353427887,200.0,773,36699,0.6067111492156982,0.030666787177324295
37600,26.539077758789062,188,47,-146.99037377999997,0.0003,0.40151992440223694,200.0,790,37499,0.5445529222488403,0.030792327597737312
38400,26.760717391967773,192,47,-147.03616337,0.0003,0.548288106918335,200.0,806,38299,0.6030798554420471,0.03730926290154457
39200,32.66270065307617,196,47,-150.56483567,0.0003,1.1888285875320435,200.0,824,39099,0.8573405742645264,0.039840567857027054
40000,27.851337432861328,200,47,-152.99858293000003,0.0003,0.6224275827407837,200.0,841,39899,1.4778108596801758,0.04268479347229004
40800,25.802263259887695,204,47,-150.83192357000001,0.0003,0.6585095524787903,200.0,858,40699,0.591727614402771,0.04210609570145607
41600,19.390146255493164,208,47,-155.74688549,0.0003,-0.05774504691362381,200.0,875,41499,1.305985927581787,0.04170529544353485
42400,28.30350112915039,212,47,-153.55008397,0.0003,-0.4050323963165283,200.0,892,42299,0.6893981695175171,0.04116009920835495
43200,22.080049514770508,216,47,-150.90221516000003,0.0003,-0.6460847854614258,200.0,909,43099,0.7779310345649719,0.03918161243200302
44000,28.062488555908203,220,47,-150.66287329,0.0003,0.6447666883468628,200.0,926,43899,0.5922707319259644,0.038630105555057526
44800,20.704042434692383,224,47,-149.45748579000002,0.0003,0.018309801816940308,200.0,943,44699,0.4280179440975189,0.04025869444012642
45600,19.973081588745117,228,47,-149.75262413000002,0.0003,-0.5736649036407471,200.0,960,45499,0.3629988133907318,0.04059784486889839
46400,23.884241104125977,232,47,-147.43941952999998,0.0003,-0.4464806318283081,200.0,977,46299,0.49785083532333374,0.040957435965538025
47200,22.557811737060547,236,47,-147.5727188,0.0003,-0.1763230264186859,200.0,994,47099,0.44930338859558105,0.04078879952430725
48000,29.44959259033203,240,47,-148.78988037000002,0.0003,1.0359357595443726,200.0,1011,47899,0.8182564377784729,0.03950174152851105
48800,28.13981056213379,244,47,-146.49547209,0.0003,-0.29784682393074036,200.0,1029,48699,0.5016827583312988,0.040875960141420364
49600,26.34170150756836,248,47,-147.55161705,0.0003,0.236905038356781,200.0,1046,49499,0.6381433010101318,0.04048316180706024
