time/total_timesteps,train/actor_loss,time/episodes,time/fps,rollout/ep_rew_mean,train/learning_rate,train/ent_coef_loss,rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/critic_loss,train/ent_coef
12000,77.70238494873047,60,47,-487.14343956666664,0.0003,-0.05804337561130524,200.0,255,11899,1.5049784183502197,0.0938740000128746
12800,69.62501525878906,64,46,-464.18790181250006,0.0003,-0.16266261041164398,200.0,272,12699,1.7563786506652832,0.08899696916341782
13600,62.186424255371094,68,46,-450.8562838529412,0.0003,-0.3497554063796997,200.0,291,13499,1.2635462284088135,0.08299524337053299
14400,64.10525512695312,72,46,-429.3566943194444,0.0003,-0.37331441044807434,200.0,311,14299,1.0094012022018433,0.07728812098503113
15200,62.875328063964844,76,46,-414.71953527631575,0.0003,-0.22904670238494873,200.0,329,15099,1.3598549365997314,0.07412727922201157
16000,59.39564895629883,80,45,-400.0886735,0.0003,-0.062353476881980896,200.0,348,15899,1.9807037115097046,0.06978422403335571
16800,52.255008697509766,84,45,-386.83009253571424,0.0003,-0.6706124544143677,200.0,365,16699,1.5827208757400513,0.061186715960502625
17600,51.001773834228516,88,46,-376.1343842613636,0.0003,0.22731655836105347,200.0,382,17499,1.339165210723877,0.0570569783449173
18400,56.83892059326172,92,46,-366.2353344456522,0.0003,-0.20016486942768097,200.0,399,18299,1.289670467376709,0.0542379692196846
19200,53.55461883544922,96,46,-354.85742061458336,0.0003,0.7056429386138916,200.0,416,19099,1.7071610689163208,0.049190644174814224
20000,46.90730285644531,100,46,-347.97186720999997,0.0003,-0.21371111273765564,200.0,434,19899,0.922325849533081,0.045417580753564835
20800,45.380462646484375,104,46,-287.05993656,0.0003,0.0859823226928711,200.0,451,20699,1.1510714292526245,0.042193084955215454
21600,44.66181945800781,108,46,-231.76104124999998,0.0003,-0.9026285409927368,200.0,468,21499,0.7930036783218384,0.03796182572841644
22400,44.16468811035156,112,46,-189.01273978,0.0003,0.092336505651474,200.0,485,22299,0.903854250907898,0.03476383537054062
23200,38.56645965576172,116,46,-157.80117852,0.0003,0.0971108227968216,200.0,502,23099,1.0549744367599487,0.03265683352947235
24000,37.325408935546875,120,46,-148.54686421,0.0003,-1.2782046794891357,200.0,519,23899,0.5814759731292725,0.029370246455073357
24800,46.84440612792969,124,46,-148.94971765999998,0.0003,0.5002947449684143,200.0,536,24699,0.9893909096717834,0.026915911585092545
25600,38.236122131347656,128,46,-142.62071453000001,0.0003,-0.672882616519928,200.0,554,25499,1.4139351844787598,0.026042331010103226
26400,41.378570556640625,132,46,-141.19089812,0.0003,-0.6264387369155884,200.0,572,26299,0.9665740728378296,0.025233853608369827
27200,31.715518951416016,136,46,-140.06057852,0.0003,0.2502182722091675,200.0,591,27099,1.2237653732299805,0.02414611354470253
28000,32.536964416503906,140,46,-138.49746969,0.0003,-0.5357768535614014,200.0,608,27899,1.282706379890442,0.02689303085207939
28800,38.570350646972656,144,46,-139.21764879,0.0003,0.08347713202238083,200.0,625,28699,0.8750921487808228,0.02813660353422165
29600,36.69004821777344,148,46,-142.70437987,0.0003,-0.050179868936538696,200.0,642,29499,0.7263292074203491,0.026933500543236732
30400,36.47015380859375,152,46,-140.63012225,0.0003,-0.060754794627428055,200.0,659,30299,0.6754622459411621,0.02730749547481537
31200,28.433727264404297,156,46,-136.04680146,0.0003,-0.7730650901794434,200.0,677,31099,0.4051685929298401,0.02683190628886223
32000,29.32872772216797,160,46,-133.804637,0.0003,-0.8926888704299927,200.0,694,31899,0.7233967185020447,0.025087766349315643
32800,32.92134475708008,164,46,-136.21627888999998,0.0003,0.2168775200843811,200.0,711,32699,0.9977511763572693,0.024138934910297394
33600,36.10775375366211,168,46,-130.43234161,0.0003,0.1918487548828125,200.0,728,33499,1.2795052528381348,0.022291002795100212
34400,30.311246871948242,172,46,-132.83996353999999,0.0003,-0.047075092792510986,200.0,745,34299,0.8328899145126343,0.020653830841183662
35200,32.699920654296875,176,46,-133.99655379,0.0003,0.44705650210380554,200.0,763,35099,0.6185473203659058,0.019524764269590378
36000,29.970415115356445,180,46,-135.25454180999998,0.0003,-0.3018503785133362,200.0,780,35899,0.7940863966941833,0.018832426518201828
36800,30.484546661376953,184,46,-137.55746744,0.0003,-0.9877704381942749,200.0,797,36699,0.7088432312011719,0.019835470244288445
37600,32.63902282714844,188,46,-138.22300423000002,0.0003,-0.5199375748634338,200.0,815,37499,0.5966784954071045,0.022251656278967857
38400,28.93747329711914,192,46,-139.24286547000003,0.0003,0.2306099832057953,200.0,832,38299,1.0342479944229126,0.02618848904967308
39200,37.6546516418457,196,46,-141.52160465999998,0.0003,1.3370916843414307,200.0,849,39099,0.5942784547805786,0.029445316642522812
40000,30.921890258789062,200,46,-142.73478429000002,0.0003,0.1776489019393921,200.0,866,39899,0.5009639263153076,0.03249838203191757
40800,27.477741241455078,204,46,-141.70926522,0.0003,-0.2449503093957901,200.0,884,40699,1.0039031505584717,0.037648413330316544
41600,23.88610076904297,208,46,-141.72312889,0.0003,-0.7225125432014465,200.0,901,41499,1.1486072540283203,0.034308165311813354
42400,28.469820022583008,212,46,-140.55611925,0.0003,-0.0255996435880661,200.0,918,42299,0.974065899848938,0.0311469417065382
43200,27.938522338867188,216,46,-138.72062898000001,0.0003,-1.1463274955749512,200.0,936,43099,0.7092297077178955,0.024838997051119804
44000,28.446149826049805,220,46,-139.73311370000002,0.0003,0.4798928499221802,200.0,953,43899,0.6032968163490295,0.021408582106232643
44800,28.858028411865234,224,46,-139.7068686,0.0003,-0.4168144166469574,200.0,970,44699,0.7470570802688599,0.019428443163633347
45600,26.054344177246094,228,46,-138.66024677000004,0.0003,-1.0258718729019165,200.0,988,45499,0.6275225877761841,0.01705198921263218
46400,26.39328384399414,232,46,-141.06391006,0.0003,-0.48713845014572144,200.0,1005,46299,0.39406269788742065,0.014561733230948448
47200,24.46042251586914,236,46,-142.10749081,0.0003,-0.9082637429237366,200.0,1022,47099,0.6860244274139404,0.01337379775941372
48000,23.05528450012207,240,46,-142.22409344999997,0.0003,-0.6305880546569824,200.0,1040,47899,0.8267516493797302,0.01321161724627018
48800,24.56644058227539,244,46,-144.77495746,0.0003,0.8383195400238037,200.0,1057,48699,0.3132345676422119,0.013753252103924751
49600,22.574222564697266,248,46,-142.46816713,0.0003,1.1176058053970337,200.0,1075,49499,1.3353374004364014,0.014459771104156971
