time/iterations,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/fps,train/loss,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/std,train/n_updates,train/clip_fraction,train/learning_rate,train/value_loss,train/approx_kl
31,70,-16.721233480000002,285.83,63488,895,63.30432891845703,0.8622856289148331,-2.82562312297523,-0.002726302162045613,0.2,0.994209885597229,120,0.0203857421875,0.0003,156.844928920269,0.0043030754
32,73,-13.548199319999998,305.66,65536,895,115.68656158447266,0.8321491181850433,-2.825930980965495,-0.0030063167614571285,0.2,0.9947510957717896,124,0.025634765625,0.0003,207.71225327253342,0.004962201
33,75,-11.024919419999996,321.08,67584,894,83.4971694946289,0.8302757292985916,-2.825150266289711,-0.003625695091614034,0.2,0.9915480613708496,128,0.040283203125,0.0003,163.96655681729317,0.004962525
34,77,-6.98253375,337.25,69632,894,40.80147171020508,0.9217107743024826,-2.8156720511615276,-0.005349801394913811,0.2,0.98627769947052,132,0.0389404296875,0.0003,71.27188038825989,0.004047758
35,80,-6.83430334,342.64,71680,894,35.48189926147461,0.9282399564981461,-2.817275581881404,-0.00513615096497233,0.2,0.9938480854034424,136,0.05224609375,0.0003,68.25557205080986,0.0061540427
36,82,-6.03980736,360.47,73728,893,48.31022644042969,0.8200412094593048,-2.823990633711219,-0.0007195713405963033,0.2,0.9912129640579224,140,0.00634765625,0.0003,212.89467698335648,0.002945986
37,84,-4.437870599999999,377.0,75776,893,69.00486755371094,0.8196282982826233,-2.8229975942522287,-0.007199900603154674,0.2,0.9944936633110046,144,0.0640869140625,0.0003,165.8296128809452,0.0071643023
38,87,-3.3606697599999995,398.23,77824,892,44.95161437988281,0.8951463550329208,-2.826946299523115,-0.0020844385489908746,0.2,0.9938591718673706,148,0.0191650390625,0.0003,98.89852514863014,0.004005601
39,89,-1.4541747099999995,416.08,79872,892,60.33570098876953,0.8865621984004974,-2.824907198548317,-0.0024826470435073134,0.2,0.9919106960296631,152,0.01611328125,0.0003,125.9669261276722,0.004517295
40,91,1.1968775299999996,433.32,81920,892,10.961724281311035,0.9468367137014866,-2.8186946865171194,-0.0025774708738026675,0.2,0.9890334606170654,156,0.0670166015625,0.0003,54.05405713617802,0.0067184563
41,94,3.4663307799999994,450.12,83968,891,12.529540061950684,0.9583545215427876,-2.8125902581959963,-0.002267097861476941,0.2,0.9837732315063477,160,0.044189453125,0.0003,26.481930512934923,0.004723913
42,96,5.680411779999999,466.99,86016,891,9.271034240722656,0.9634266532957554,-2.7998779229819775,-0.001621614155737916,0.2,0.9785537123680115,164,0.0316162109375,0.0003,33.82394849509001,0.0047152126
43,98,7.11521258,477.09,88064,891,7.629798412322998,0.9375535026192665,-2.793408242985606,-0.003460899715719279,0.2,0.9781681299209595,168,0.0357666015625,0.0003,50.92765750735998,0.003566571
44,101,10.28393695,491.51,90112,891,13.693936347961426,0.955773863941431,-2.788454055786133,-0.003964555733546149,0.2,0.9738835096359253,172,0.0574951171875,0.0003,46.13290838897228,0.0049349023
45,103,12.769989439999996,508.95,92160,891,9.226384162902832,0.9576234966516495,-2.778432635590434,-0.001413896243320778,0.2,0.9668079614639282,176,0.0579833984375,0.0003,47.331805884838104,0.0069866334
46,105,15.19736911,526.19,94208,890,24.40119743347168,0.9455994069576263,-2.766553705558181,-0.0006986806110944599,0.2,0.9631015062332153,180,0.0111083984375,0.0003,59.37573790550232,0.0034656483
47,108,18.937918820000004,552.49,96256,890,29.361957550048828,0.928959496319294,-2.7561164945364,-0.0025878795859171078,0.2,0.9549564719200134,184,0.0242919921875,0.0003,71.16402815282345,0.004899758
48,110,20.03268122,560.49,98304,890,6.6419548988342285,0.9778426811099052,-2.741435047239065,-0.00444603914002073,0.2,0.9508572816848755,188,0.054443359375,0.0003,21.265841647982597,0.0056870608
49,112,22.20621283,580.7,100352,890,28.99038314819336,0.9303680807352066,-2.7377130575478077,-0.001277521698284545,0.2,0.9530457854270935,192,0.0184326171875,0.0003,77.14028444886208,0.0045887493
50,115,21.63851086,593.93,102400,890,41.704227447509766,0.9197786152362823,-2.7438079081475735,-0.004760829086080776,0.2,0.9544553756713867,196,0.041259765625,0.0003,102.31946495175362,0.0037269462
51,117,23.788033440000003,609.15,104448,889,50.72913360595703,0.8146674484014511,-2.7421271353960037,-0.002669511359272292,0.2,0.9506193399429321,200,0.040771484375,0.0003,149.97728502750397,0.004543649
52,119,25.66249457,626.08,106496,889,7.232480049133301,0.9543153829872608,-2.728911705315113,-0.004824059084057808,0.2,0.9413996934890747,204,0.083251953125,0.0003,28.39539336785674,0.0091285
53,122,26.569582639999993,642.17,108544,889,15.382535934448242,0.9431468620896339,-2.716622805222869,-0.002183482514737989,0.2,0.9427372217178345,208,0.0250244140625,0.0003,25.37527111172676,0.0030922298
54,124,30.020523269999998,657.79,110592,889,82.49347686767578,0.7463405728340149,-2.7203693445771933,-0.001761321327649057,0.2,0.9427506327629089,212,0.0274658203125,0.0003,180.87652933597565,0.005113628
55,126,31.66893772,672.78,112640,889,9.655736923217773,0.948302797973156,-2.721036046743393,-0.002561971250543138,0.2,0.9432312250137329,216,0.0616455078125,0.0003,29.87103271484375,0.00754097
56,129,35.02327708,692.81,114688,888,20.605867385864258,0.93610068410635,-2.7197852227836847,-0.001511565082182642,0.2,0.942091703414917,220,0.0235595703125,0.0003,37.146861992776394,0.0033492798
57,131,38.39490245,711.34,116736,889,25.601028442382812,0.8808498606085777,-2.720564354211092,-0.001708496351056965,0.2,0.9425653219223022,224,0.010498046875,0.0003,88.56066662073135,0.002779745
58,133,39.76836598,728.39,118784,888,48.39811325073242,0.9182067662477493,-2.718461837619543,-0.004076951303431997,0.2,0.9415669441223145,228,0.0389404296875,0.0003,70.40471527725458,0.0060476437
59,135,39.890644460000004,731.29,120832,888,18.454479217529297,0.9228259101510048,-2.7118628788739443,-0.0014744084073754493,0.2,0.9348313808441162,232,0.0242919921875,0.0003,49.68022641539574,0.004238486
60,138,41.89064607,747.21,122880,888,39.376182556152344,0.8276495188474655,-2.7005265783518553,-0.002112271020450862,0.2,0.9323230981826782,236,0.0419921875,0.0003,118.21058294177055,0.006079925
61,140,43.2660583,756.02,124928,888,6.949741840362549,0.9585007801651955,-2.6954873260110617,0.001273752504857839,0.2,0.9295247793197632,240,0.03466796875,0.0003,26.691744308918715,0.0046915635
62,142,44.093523770000004,756.02,126976,888,27.505342483520508,0.8948241770267487,-2.694154715165496,0.0007601982288178988,0.2,0.9333703517913818,244,0.0177001953125,0.0003,79.43002633750439,0.0040471633
63,145,46.29265421,764.81,129024,888,33.13093566894531,0.8916573151946068,-2.7025156430900097,-0.004022785986308008,0.2,0.9346284866333008,248,0.0648193359375,0.0003,49.30025181919336,0.0047391336
64,147,50.17560808,783.87,131072,888,17.352182388305664,0.8110696971416473,-2.701876025646925,-0.0016705527923477348,0.2,0.933466374874115,252,0.0145263671875,0.0003,56.097507521510124,0.004763854
65,149,52.258260199999995,792.6,133120,888,30.39554786682129,0.8764906674623489,-2.6964698173105717,-0.0017516059233457781,0.2,0.9296709299087524,256,0.03125,0.0003,70.4944005459547,0.0027467622
66,152,54.159950849999994,800.85,135168,888,8.217211723327637,0.9529707282781601,-2.689802259206772,-0.002674062377991504,0.2,0.9303827881813049,260,0.031494140625,0.0003,15.960563998669386,0.0047753127
67,154,55.964015020000005,816.24,137216,888,19.26974868774414,0.9024411216378212,-2.6915081329643726,-0.0029261867366585648,0.2,0.9306823015213013,264,0.04638671875,0.0003,61.23746673762798,0.0064558676
68,156,56.68648775,825.41,139264,888,12.262892723083496,0.9612216092646122,-2.693004623055458,-0.0036030384135301574,0.2,0.9294819831848145,268,0.0986328125,0.0003,18.58198820054531,0.008406501
69,159,58.48440021,833.54,141312,888,25.29214096069336,0.8597062975168228,-2.694190764799714,-0.0012391102864057757,0.2,0.9335393905639648,272,0.02294921875,0.0003,78.8453659042716,0.0014154705
70,161,58.895725789999986,842.08,143360,887,4.310171604156494,0.9655951298773289,-2.6989671029150486,-0.00038818894608994015,0.2,0.9337741136550903,276,0.0804443359375,0.0003,13.280609887093306,0.0072943466
71,163,60.23539373999998,858.63,145408,887,8.162216186523438,0.9678545445203781,-2.7039115838706493,-0.0024721066947677173,0.2,0.9393999576568604,280,0.1060791015625,0.0003,14.625592056661844,0.009448136
72,166,60.71035707,858.63,147456,887,9.429084777832031,0.9711103439331055,-2.7098028548061848,-0.0011074878202634864,0.2,0.934888482093811,284,0.0474853515625,0.0003,22.15210796520114,0.004296803
73,168,62.22393289000001,865.99,149504,887,5.768624305725098,0.9617281369864941,-2.7010754756629467,0.00047941044249455445,0.2,0.9330239295959473,288,0.039794921875,0.0003,21.968052245676517,0.0029169559
74,170,64.34005445000001,865.99,151552,887,61.77446365356445,0.8078542351722717,-2.698277747258544,-0.0007349852385232225,0.2,0.9325356483459473,292,0.0006103515625,0.0003,315.10788810253143,0.0007154625
75,173,66.93503491,880.97,153600,887,9.143014907836914,0.9508311077952385,-2.6908477805554867,-0.0021446405589813367,0.2,0.925757884979248,296,0.0362548828125,0.0003,33.956264548003674,0.0063943653
76,175,67.16277048,874.29,155648,887,24.744834899902344,0.9568480551242828,-2.6857037283480167,-0.004761076872455305,0.2,0.9282087087631226,300,0.0511474609375,0.0003,36.59668580070138,0.006245411
77,177,66.49652425,866.9,157696,887,17.052230834960938,0.8685842156410217,-2.691351907327771,-0.00402383110485971,0.2,0.930810272693634,304,0.037841796875,0.0003,93.00118904560804,0.0051997784
78,180,69.65075342000002,880.94,159744,887,57.64311218261719,0.9313165843486786,-2.6963338162750006,-0.001980072400328936,0.2,0.9326766729354858,308,0.030029296875,0.0003,62.60313856601715,0.0050385403
79,182,68.58929954999999,888.01,161792,887,34.310699462890625,0.9027286171913147,-2.6988985668867826,-0.0010741692458395846,0.2,0.9325964450836182,312,0.0299072265625,0.0003,71.95370873808861,0.005733082
80,184,68.93279555,888.01,163840,887,13.349651336669922,0.9199735894799232,-2.694380657747388,-0.0022562727608601563,0.2,0.9294594526290894,316,0.07177734375,0.0003,34.90684903413057,0.00990939
81,186,70.66521992999999,888.01,165888,887,8.215071678161621,0.9567038714885712,-2.686721071600914,-0.002321218420547666,0.2,0.9244132041931152,320,0.0625,0.0003,23.29438766464591,0.0039488357
82,189,73.58376288,892.88,167936,887,9.581289291381836,0.9676774889230728,-2.681646153330803,-0.002791987280943431,0.2,0.9252461194992065,324,0.03271484375,0.0003,22.810086473822594,0.0043770466
83,191,73.52148351,892.88,169984,887,7.340165615081787,0.9444770030677319,-2.682956773787737,-0.004881184606347233,0.2,0.9262921810150146,328,0.05615234375,0.0003,25.379474576562643,0.00799072
84,193,74.18034267999998,892.88,172032,887,5.537850379943848,0.9563174657523632,-2.681864809244871,-0.0014927020929462742,0.2,0.9225016832351685,332,0.0421142578125,0.0003,17.47988110780716,0.0052360124
85,196,75.34530165999999,899.75,174080,887,6.57797384262085,0.9535164833068848,-2.673618994653225,-0.0019243354008722235,0.2,0.917163610458374,336,0.016845703125,0.0003,18.727012868970633,0.00479393
86,198,75.97847810999998,899.75,176128,887,5.7650837898254395,0.9653314389288425,-2.6647563111037016,-0.004545669755316339,0.2,0.9167560935020447,340,0.06982421875,0.0003,19.453418884426355,0.0069818855
87,200,77.48611,905.66,178176,887,11.007832527160645,0.9723576791584492,-2.666615556925535,6.257918175833765e-05,0.2,0.9199367761611938,344,0.0302734375,0.0003,13.230375196784735,0.0058360435
88,203,76.35005639,899.64,180224,887,106.64232635498047,0.7484990954399109,-2.6720984280109406,-0.002774036238406552,0.2,0.9206014275550842,348,0.044921875,0.0003,182.38789258897305,0.002882973
89,205,77.19573978,899.64,182272,887,53.542301177978516,0.7644730806350708,-2.672240039333701,-0.00207661264721537,0.2,0.9211958646774292,352,0.0286865234375,0.0003,157.4836181551218,0.003928044
90,207,76.60752358,899.64,184320,887,2.581336259841919,0.979404428973794,-2.666383486241102,-0.0024497789418091998,0.2,0.911760151386261,356,0.0499267578125,0.0003,12.516871865838766,0.0059272777
91,210,76.27832784,899.64,186368,887,12.404935836791992,0.9733934719115496,-2.6477404050529003,-0.003423530632062466,0.2,0.9071406722068787,360,0.0677490234375,0.0003,14.339661657810211,0.009036425
92,212,76.31995931,899.86,188416,887,5.772863388061523,0.9611278660595417,-2.6470831371843815,-0.003598332215915434,0.2,0.9121686220169067,364,0.08447265625,0.0003,17.395888593047857,0.007947292
93,214,75.19804567,900.11,190464,887,40.38737106323242,0.6489108502864838,-2.6572464127093554,-0.0033467659795860527,0.2,0.9144152402877808,368,0.0333251953125,0.0003,183.30279104411602,0.0051496895
94,216,77.38466034,904.45,192512,887,42.182735443115234,0.840206503868103,-2.6598891858011484,-0.001460451347156777,0.2,0.915206253528595,372,0.00537109375,0.0003,100.58287148177624,0.0023326026
95,219,77.33763441,904.45,194560,887,5.37058162689209,0.9357953146100044,-2.6640401165932417,-0.0008177757481462322,0.2,0.9179116487503052,376,0.0208740234375,0.0003,29.37475174665451,0.004354978
96,221,77.31974452,904.45,196608,887,3.8800048828125,0.9587649665772915,-2.6675684861838818,-0.001892672273243079,0.2,0.9198029041290283,380,0.041015625,0.0003,17.336181841790676,0.003901583
97,223,77.30957893,904.45,198656,887,16.845149993896484,0.9425315484404564,-2.6690461467951536,-0.0002744788180280011,0.2,0.9163839817047119,384,0.0418701171875,0.0003,13.166850615292788,0.005040829
98,226,77.37647094,904.45,200704,887,5.776395320892334,0.9438107088208199,-2.664613666012883,-0.0036720008047268493,0.2,0.9157005548477173,388,0.04296875,0.0003,19.47813031822443,0.0043121167
99,228,75.64039199999999,900.37,202752,887,6.879554748535156,0.9340510368347168,-2.663865180686116,-0.001208355037306319,0.2,0.9173336029052734,392,0.0518798828125,0.0003,23.99336626380682,0.0053398567
100,230,76.21334373999998,906.45,204800,887,36.65708923339844,0.7028456032276154,-2.667492263019085,-0.0014240062264434528,0.2,0.9188966751098633,396,0.001220703125,0.0003,143.2092083990574,0.0014974665
101,233,75.18854703,906.45,206848,887,10.413087844848633,0.9048393219709396,-2.669537041336298,-0.001558526310873276,0.2,0.9186468124389648,400,0.0391845703125,0.0003,31.693475052714348,0.0047381273
102,235,75.74956859,912.31,208896,887,3.583219528198242,0.9547567702829838,-2.664767859503627,-0.000654559535178123,0.2,0.9134713411331177,404,0.056396484375,0.0003,9.907510101795197,0.0064258142
103,237,75.40395391000001,912.31,210944,887,5.107389450073242,0.9382783435285091,-2.6591397915035486,-0.0007190315300249495,0.2,0.9148198962211609,408,0.0601806640625,0.0003,12.053115859627724,0.0048341732
104,239,74.97686641,910.44,212992,887,11.1874418258667,0.8690100461244583,-2.66265563108027,-0.003797102830503718,0.2,0.9166015386581421,412,0.038818359375,0.0003,32.613398998975754,0.0045707375
105,242,76.56573697,916.09,215040,887,156.6004180908203,0.6644207835197449,-2.6639568768441677,-0.0011179632110724924,0.2,0.9169067144393921,416,0.009765625,0.0003,195.0916179344058,0.0017605856
106,244,76.13350842999999,912.16,217088,887,5.560583591461182,0.9217491894960403,-2.666575876995921,-0.003685611311084358,0.2,0.9174920916557312,420,0.053955078125,0.0003,19.248180359601974,0.0075610983
107,246,75.17979325,912.16,219136,887,36.1695442199707,0.8353962451219559,-2.6618813686072826,-0.0011123554613732267,0.2,0.913811981678009,424,0.0318603515625,0.0003,58.74725180119276,0.00600149
108,249,74.19500567,912.16,221184,887,12.319665908813477,0.9246638640761375,-2.6525670923292637,-0.0014711535986862145,0.2,0.9091358184814453,428,0.02880859375,0.0003,32.75600923597813,0.005024949
109,251,75.52019222999999,917.71,223232,887,7.28330659866333,0.9545307755470276,-2.6450127605348825,-0.0024507027737854514,0.2,0.9073166847229004,432,0.0443115234375,0.0003,12.378833565860987,0.0047269585
110,253,74.30027605000001,912.16,225280,887,5.104706764221191,0.9655915163457394,-2.6445225942879915,-0.001471553900046274,0.2,0.9111603498458862,436,0.0494384765625,0.0003,15.09653796441853,0.005005141
111,256,75.14498704,912.13,227328,887,127.14766693115234,0.8131391108036041,-2.651529597118497,-0.0019078833820458385,0.2,0.9110466241836548,440,0.0225830078125,0.0003,108.16228510439396,0.005760671
112,258,74.63315991999998,905.94,229376,887,97.76905059814453,0.820913702249527,-2.650465749204159,-0.0021444455851451494,0.2,0.9102085828781128,444,0.0068359375,0.0003,134.67513053119183,0.0016880704
113,260,75.5335882,905.64,231424,887,17.210159301757812,0.906789131462574,-2.651619205251336,-0.0013781759080302436,0.2,0.9132026433944702,448,0.010009765625,0.0003,69.04153723269701,0.0017172506
114,263,77.19308948,905.64,233472,887,105.70832061767578,0.8411948531866074,-2.65569419413805,-0.0033541948014317313,0.2,0.9120352268218994,452,0.057861328125,0.0003,131.37885251641273,0.007227649
115,265,76.54927739,898.64,235520,887,24.500629425048828,0.942413043230772,-2.651136578992009,-0.0013016459452046547,0.2,0.9095891714096069,456,0.0361328125,0.0003,49.731153815984726,0.0050983257
116,267,76.76214219000002,898.64,237568,887,54.96162796020508,0.8820783719420433,-2.650295836851001,-0.00015228503798425663,0.2,0.9105751514434814,460,0.013671875,0.0003,100.54928583651781,0.0027190917
117,269,79.47928527,912.19,239616,887,8.829644203186035,0.970243513584137,-2.6500017307698727,-0.0004832385129702743,0.2,0.9114550948143005,464,0.0291748046875,0.0003,19.9124139174819,0.005184511
118,272,76.2489789,891.75,241664,887,5.9427337646484375,0.9709791168570518,-2.6493362709879875,-0.0019731600950763095,0.2,0.9058914184570312,468,0.0260009765625,0.0003,21.10348689928651,0.0032123341
119,274,77.92094653,898.43,243712,887,180.5597686767578,0.7695726901292801,-2.638082208111882,-0.0002861093325918773,0.2,0.9041100740432739,472,0.0196533203125,0.0003,321.3425359427929,0.0028153255
120,276,76.89314313000001,890.65,245760,887,9.743378639221191,0.9661903381347656,-2.6360244639217854,-0.003809664998698281,0.2,0.9034448266029358,476,0.079345703125,0.0003,22.024395184591413,0.0072044893
121,279,78.59373092000001,898.04,247808,887,10.048696517944336,0.914666049182415,-2.6340522821992636,-0.0032519876931473846,0.2,0.9026879072189331,480,0.0286865234375,0.0003,87.85191667824984,0.0046798307
122,281,80.53193046,898.04,249856,887,6.349494934082031,0.9768355153501034,-2.630019260570407,-0.0030679272313136607,0.2,0.8999407291412354,484,0.0390625,0.0003,24.813924834132195,0.0063589793
123,283,81.22992141,893.78,251904,887,6.927973747253418,0.9795379377901554,-2.626534739509225,0.0008905730537662748,0.2,0.8987224102020264,488,0.0225830078125,0.0003,21.10875190421939,0.0031626364
124,286,81.500211,886.41,253952,887,47.12471008300781,0.9252563640475273,-2.623335460200906,-0.0013631626425194554,0.2,0.8975158929824829,492,0.0799560546875,0.0003,75.44400613754988,0.013991142
125,288,81.76456659,886.41,256000,887,27.154296875,0.9268141686916351,-2.618105724453926,-0.0020741804783028783,0.2,0.8926723599433899,496,0.0123291015625,0.0003,87.30006412416697,0.0037324813
126,290,81.15862822,879.3,258048,887,4.208388805389404,0.9886582074686885,-2.6058414094150066,-0.002022220767685212,0.2,0.8867197632789612,500,0.0546875,0.0003,9.003731042146683,0.005682786
127,293,79.84456085000001,872.59,260096,887,27.585193634033203,0.9018579795956612,-2.5946305748075247,-0.004007986204669578,0.2,0.8852310180664062,504,0.0465087890625,0.0003,130.6725883707404,0.008049143
128,295,77.76815644,851.25,262144,887,77.4449462890625,0.8710119128227234,-2.5951324217021465,-0.0020039547634951305,0.2,0.8864116668701172,508,0.015625,0.0003,121.20847721397877,0.002925483
129,297,76.40732918,845.99,264192,887,164.1707000732422,0.8730529248714447,-2.5975250992923975,-0.0007388644389720866,0.2,0.887225866317749,512,0.0025634765625,0.0003,274.2558973431587,0.0022256975
130,300,78.35688966000001,852.01,266240,887,21.27435302734375,0.93440280854702,-2.5983842462301254,-0.002829825822118437,0.2,0.8877875804901123,516,0.0162353515625,0.0003,65.30078472942114,0.0031602094
131,302,78.8710207,852.01,268288,887,2.7461867332458496,0.9742673356086016,-2.5978833250701427,-0.0018192375137005001,0.2,0.8847187757492065,520,0.03759765625,0.0003,12.302060473710299,0.003782839
132,304,79.16499223,852.01,270336,887,2.335174322128296,0.9660669229924679,-2.592221474274993,-0.0005643986478389706,0.2,0.8845472931861877,524,0.029052734375,0.0003,21.719442259520292,0.001677322
133,307,79.34641415,852.01,272384,887,7.955209255218506,0.9819887354969978,-2.5907281544059515,-0.0032697702845325693,0.2,0.8822097778320312,528,0.073974609375,0.0003,6.706016913056374,0.0069389967
134,309,80.0127383,850.16,274432,887,4.19260835647583,0.9680225849151611,-2.584406092762947,-0.0014802822333876975,0.2,0.8798658847808838,532,0.0506591796875,0.0003,17.849795185029507,0.007696999
135,311,82.58495820000002,848.36,276480,887,9.901102066040039,0.8808760717511177,-2.5839214455336332,0.00022348299717123155,0.2,0.8824117183685303,536,0.0050048828125,0.0003,129.85454838722944,0.0019206863
136,314,82.76688163,848.36,278528,887,31.451580047607422,0.8787678629159927,-2.5873760767281055,-0.0025428090229979716,0.2,0.8816946744918823,540,0.0631103515625,0.0003,119.97440439462662,0.007011004
137,316,84.25102650000001,848.36,280576,886,3.5020627975463867,0.9837410431355238,-2.5843843054026365,-0.0010764868493424729,0.2,0.8802484273910522,544,0.0389404296875,0.0003,12.282405333593488,0.0040713996
138,318,86.00511376,848.36,282624,886,2.4289567470550537,0.9846181767061353,-2.5789243262261152,-0.0026042723075079266,0.2,0.8751940727233887,548,0.049072265625,0.0003,9.972960877232254,0.0049880883
